4865c4865,13786
> ratA(1,59,85)
> ratB(0,95,29)
> ratA(1,60,85)
> ratB(0,94,29)
> ratA(1,61,85)
> ratB(0,93,29)
> ratA(1,61,84)
> ratB(0,92,29)
> ratA(1,61,83)
> ratB(0,91,29)
> ratA(1,62,83)
> ratB(0,90,29)
> ratA(1,63,83)
> ratB(0,89,29)
> ratA(1,63,82)
> ratB(0,89,28)
> ratA(1,63,81)
> ratB(0,89,27)
> ratA(1,64,81)
> ratB(0,90,27)
> ratA(1,65,81)
> ratB(0,91,27)
> ratA(1,64,81)
> ratB(0,91,26)
> ratA(1,63,81)
> ratB(0,91,25)
> ratA(1,63,80)
> ratB(0,90,25)
> ratA(1,63,79)
> ratB(0,89,25)
> ratA(1,62,79)
> ratB(0,89,24)
> ratA(1,61,79)
> ratB(0,89,23)
> ratA(1,61,80)
> ratB(0,90,23)
> ratA(1,61,81)
> ratB(0,91,23)
> ratA(1,61,80)
> ratB(0,91,22)
> ratA(1,61,79)
> ratB(0,91,21)
> ratA(1,61,78)
> ratB(0,90,21)
> ratA(1,61,77)
> ratB(0,89,21)
> ratA(1,61,76)
> ratB(0,89,20)
> ratA(1,61,75)
> ratB(0,89,19)
> ratA(1,62,75)
> ratB(0,89,18)
> ratA(1,63,75)
> ratB(0,89,17)
> ratA(1,63,76)
> ratB(0,89,16)
> ratA(1,63,77)
> ratB(0,89,15)
> ratA(1,63,76)
> ratB(0,89,16)
> ratA(1,63,75)
> ratB(0,89,17)
> ratA(1,62,75)
> ratB(0,88,17)
> ratA(1,61,75)
> ratB(0,87,17)
> ratA(1,61,76)
> ratB(0,87,18)
> ratA(1,61,77)
> ratB(0,87,19)
> ratA(1,61,78)
> ratB(0,87,20)
> ratA(1,61,79)
> ratB(0,87,21)
> ratA(1,62,79)
> ratB(0,87,22)
> ratA(1,63,79)
> ratB(0,87,23)
> ratA(1,63,80)
> ratB(0,87,22)
> ratA(1,63,81)
> ratB(0,87,21)
> ratA(1,63,82)
> ratB(0,87,20)
> ratA(1,63,83)
> ratB(0,87,19)
> ratA(1,62,83)
> ratB(0,87,18)
> ratA(1,61,83)
> ratB(0,87,17)
> ratA(1,60,83)
> ratB(0,88,17)
> ratA(1,59,83)
> ratB(0,89,17)
> ratA(1,58,83)
> ratB(0,89,18)
> ratA(1,57,83)
> ratB(0,89,19)
> ratA(1,57,84)
> ratB(0,90,19)
> ratA(1,57,85)
> ratB(0,91,19)
> ratA(1,56,85)
> ratB(0,90,19)
> ratA(1,55,85)
> ratB(0,89,19)
> ratA(1,55,84)
> ratB(0,89,20)
> ratA(1,55,83)
> ratB(0,89,21)
> ratA(1,54,83)
> ratB(0,90,21)
> ratA(1,53,83)
> ratB(0,91,21)
> ratA(1,53,82)
> ratB(0,92,21)
> ratA(1,53,81)
> ratB(0,93,21)
> ratA(1,52,81)
> ratB(0,93,22)
> ratA(1,51,81)
> ratB(0,93,23)
> ratA(1,52,81)
> ratB(0,94,23)
> ratA(1,53,81)
> ratB(0,95,23)
> ratA(1,53,82)
> ratB(0,96,23)
> ratA(1,53,83)
> ratB(0,97,23)
> ratA(1,53,84)
> ratB(0,97,22)
> ratA(1,53,85)
> ratB(0,97,21)
> ratA(1,53,86)
> ratB(0,97,20)
> ratA(1,53,87)
> ratB(0,97,19)
> ratA(1,52,87)
> ratB(0,98,19)
> ratA(1,51,87)
> ratB(0,99,19)
> ratA(1,50,87)
> ratB(0,99,18)
> ratA(1,49,87)
> ratB(0,99,17)
> ratA(1,48,87)
> ratB(0,99,16)
> ratA(1,47,87)
> ratB(0,99,15)
> ratA(1,47,88)
> ratB(0,99,16)
> ratA(1,47,89)
> ratB(0,99,17)
> ratA(1,48,89)
> ratB(0,99,18)
> ratA(1,49,89)
> ratB(0,99,19)
> ratA(1,50,89)
> ratB(0,98,19)
> ratA(1,51,89)
> ratB(0,97,19)
> ratA(1,52,89)
> ratB(0,97,20)
> ratA(1,53,89)
> ratB(0,97,21)
> ratA(1,53,90)
> ratB(0,96,21)
> ratA(1,53,91)
> ratB(0,95,21)
> ratA(1,54,91)
> ratB(0,96,21)
> ratA(1,55,91)
> ratB(0,97,21)
> ratA(1,55,90)
> ratB(0,98,21)
> ratA(1,55,89)
> ratB(0,99,21)
> ratA(1,55,88)
> ratB(0,99,22)
> ratA(1,55,87)
> ratB(0,99,23)
> ratA(1,56,87)
> ratB(0,99,22)
> ratA(1,57,87)
> ratB(0,99,21)
> ratA(1,57,88)
> ratB(0,98,21)
> ratA(1,57,89)
> ratB(0,97,21)
> ratA(1,58,89)
> ratB(0,97,22)
> ratA(1,59,89)
> ratB(0,97,23)
> ratA(1,59,90)
> ratB(0,96,23)
> ratA(1,59,91)
> ratB(0,95,23)
> ratA(1,59,92)
> ratB(0,94,23)
> ratA(1,59,93)
> ratB(0,93,23)
> ratA(1,59,94)
> ratB(0,93,22)
> ratA(1,59,95)
> ratB(0,93,21)
> ratA(1,58,95)
> ratB(0,92,21)
> ratA(1,57,95)
> ratB(0,91,21)
> ratA(1,57,96)
> ratB(0,91,22)
> ratA(1,57,97)
> ratB(0,91,23)
> ratA(1,57,98)
> ratB(0,90,23)
> ratA(1,57,99)
> ratB(0,89,23)
> ratA(1,56,99)
> ratB(0,89,24)
> ratA(1,55,99)
> ratB(0,89,25)
> ratA(1,55,98)
> ratB(0,90,25)
> ratA(1,55,97)
> ratB(0,91,25)
> ratA(1,54,97)
> ratB(0,91,26)
> ratA(1,53,97)
> ratB(0,91,27)
> ratA(1,53,98)
> ratB(0,90,27)
> ratA(1,53,99)
> ratB(0,89,27)
> ratA(1,52,99)
> ratB(0,89,28)
> ratA(1,51,99)
> ratB(0,89,29)
> ratA(1,50,99)
> ratB(0,88,29)
> ratA(1,49,99)
> ratB(0,87,29)
> ratA(1,48,99)
> ratB(0,86,29)
> ratA(1,47,99)
> ratB(0,85,29)
> ratA(1,46,99)
> ratB(0,86,29)
> ratA(1,45,99)
> ratB(0,87,29)
> ratA(1,44,99)
> ratB(0,88,29)
> ratA(1,43,99)
> ratB(0,89,29)
> ratA(1,42,99)
> ratB(0,89,30)
> ratA(1,41,99)
> ratB(0,89,31)
> ratA(1,42,99)
> ratB(0,90,31)
> ratA(1,43,99)
> ratB(0,91,31)
> ratA(1,44,99)
> ratB(0,90,31)
> ratA(1,45,99)
> ratB(0,89,31)
> ratA(1,45,98)
> ratB(0,89,32)
> ratA(1,45,97)
> ratB(0,89,33)
> ratA(1,46,97)
> ratB(0,89,32)
> ratA(1,47,97)
> ratB(0,89,31)
> ratA(1,47,96)
> ratB(0,89,30)
> ratA(1,47,95)
> ratB(0,89,29)
> ratA(1,46,95)
> ratB(0,90,29)
> ratA(1,45,95)
> ratB(0,91,29)
> ratA(1,44,95)
> ratB(0,92,29)
> ratA(1,43,95)
> ratB(0,93,29)
> ratA(1,43,96)
> ratB(0,94,29)
> ratA(1,43,97)
> ratB(0,95,29)
> ratA(1,42,97)
> ratB(0,95,28)
> ratA(1,41,97)
> ratB(0,95,27)
> ratA(1,40,97)
> ratB(0,94,27)
> ratA(1,39,97)
> ratB(0,93,27)
> ratA(1,39,96)
> ratB(0,93,26)
> ratA(1,39,95)
> ratB(0,93,25)
> ratA(1,40,95)
> ratB(0,94,25)
> ratA(1,41,95)
> ratB(0,95,25)
> ratA(1,41,94)
> ratB(0,96,25)
> ratA(1,41,93)
> ratB(0,97,25)
> ratA(1,40,93)
> ratB(0,98,25)
> ratA(1,39,93)
> ratB(0,99,25)
> ratA(1,39,92)
> ratB(0,99,26)
> ratA(1,39,91)
> ratB(0,99,27)
> ratA(1,39,90)
> ratB(0,99,28)
> ratA(1,39,89)
> ratB(0,99,29)
> ratA(1,39,88)
> ratB(0,98,29)
> ratA(1,39,87)
> ratB(0,97,29)
> ratA(1,38,87)
> ratB(0,97,30)
> ratA(1,37,87)
> ratB(0,97,31)
> ratA(1,37,86)
> ratB(0,96,31)
> ratA(1,37,85)
> ratB(0,95,31)
> ratA(1,38,85)
> ratB(0,94,31)
> ratA(1,39,85)
> ratB(0,93,31)
> ratA(1,40,85)
> ratB(0,93,32)
> ratA(1,41,85)
> ratB(0,93,33)
> ratA(1,42,85)
> ratB(0,92,33)
> ratA(1,43,85)
> ratB(0,91,33)
> ratA(1,43,84)
> ratB(0,91,34)
> ratA(1,43,83)
> ratB(0,91,35)
> ratA(1,43,82)
> ratB(0,90,35)
> ratA(1,43,81)
> ratB(0,89,35)
> ratA(1,44,81)
> ratB(0,89,36)
> ratA(1,45,81)
> ratB(0,89,37)
> ratA(1,46,81)
> ratB(0,89,38)
> ratA(1,47,81)
> ratB(0,89,39)
> ratA(1,47,82)
> ratB(0,88,39)
> ratA(1,47,83)
> ratB(0,87,39)
> ratA(1,46,83)
> ratB(0,87,38)
> ratA(1,45,83)
> ratB(0,87,37)
> ratA(1,45,84)
> ratB(0,87,38)
> ratA(1,45,85)
> ratB(0,87,39)
> ratA(1,46,85)
> ratB(0,86,39)
> ratA(1,47,85)
> ratB(0,85,39)
> ratA(1,48,85)
> ratB(0,84,39)
> ratA(1,49,85)
> ratB(0,83,39)
> ratA(1,50,85)
> ratB(0,83,40)
> ratA(1,51,85)
> ratB(0,83,41)
> ratA(1,51,84)
> ratB(0,83,40)
> ratA(1,51,83)
> ratB(0,83,39)
> ratA(1,50,83)
> ratB(0,84,39)
> ratA(1,49,83)
> ratB(0,85,39)
> ratA(1,49,82)
> ratB(0,86,39)
> ratA(1,49,81)
> ratB(0,87,39)
> ratA(1,49,80)
> ratB(0,87,40)
> ratA(1,49,79)
> ratB(0,87,41)
> ratA(1,50,79)
> ratB(0,86,41)
> ratA(1,51,79)
> ratB(0,85,41)
> ratA(1,52,79)
> ratB(0,85,42)
> ratA(1,53,79)
> ratB(0,85,43)
> ratA(1,54,79)
> ratB(0,84,43)
> ratA(1,55,79)
> ratB(0,83,43)
> ratA(1,55,80)
> ratB(0,82,43)
> ratA(1,55,81)
> ratB(0,81,43)
> ratA(1,56,81)
> ratB(0,81,42)
> ratA(1,57,81)
> ratB(0,81,41)
> ratA(1,58,81)
> ratB(0,81,42)
> ratA(1,59,81)
> ratB(0,81,43)
> ratA(1,59,80)
> ratB(0,80,43)
> ratA(1,59,79)
> ratB(0,79,43)
> ratA(1,59,78)
> ratB(0,79,42)
> ratA(1,59,77)
> ratB(0,79,41)
> ratA(1,59,76)
> ratB(0,79,40)
> ratA(1,59,75)
> ratB(0,79,39)
> ratA(1,58,75)
> ratB(0,80,39)
> ratA(1,57,75)
> ratB(0,81,39)
> ratA(1,56,75)
> ratB(0,81,38)
> ratA(1,55,75)
> ratB(0,81,37)
> ratA(1,54,75)
> ratB(0,80,37)
> ratA(1,53,75)
> ratB(0,79,37)
> ratA(1,53,76)
> ratB(0,78,37)
> ratA(1,53,77)
> ratB(0,77,37)
> ratA(1,52,77)
> ratB(0,77,36)
> ratA(1,51,77)
> ratB(0,77,35)
> ratA(1,51,76)
> ratB(0,78,35)
> ratA(1,51,75)
> ratB(0,79,35)
> ratA(1,51,74)
> ratB(0,80,35)
> ratA(1,51,73)
> ratB(0,81,35)
> ratA(1,51,72)
> ratB(0,82,35)
> ratA(1,51,71)
> ratB(0,83,35)
> ratA(1,51,70)
> ratB(0,83,36)
> ratA(1,51,69)
> ratB(0,83,37)
> ratA(1,52,69)
> ratB(0,84,37)
> ratA(1,53,69)
> ratB(0,85,37)
> ratA(1,53,70)
> ratB(0,85,36)
> ratA(1,53,71)
> ratB(0,85,35)
> ratA(1,53,72)
> ratB(0,86,35)
> ratA(1,53,73)
> ratB(0,87,35)
> ratA(1,54,73)
> ratB(0,87,34)
> ratA(1,55,73)
> ratB(0,87,33)
> ratA(1,55,72)
> ratB(0,87,32)
> ratA(1,55,71)
> ratB(0,87,31)
> ratA(1,55,70)
> ratB(0,86,31)
> ratA(1,55,69)
> ratB(0,85,31)
> ratA(1,56,69)
> ratB(0,84,31)
> ratA(1,57,69)
> ratB(0,83,31)
> ratA(1,56,69)
> ratB(0,83,30)
> ratA(1,55,69)
> ratB(0,83,29)
> ratA(1,55,68)
> ratB(0,82,29)
> ratA(1,55,67)
> ratB(0,81,29)
> ratA(1,56,67)
> ratB(0,81,28)
> ratA(1,57,67)
> ratB(0,81,27)
> ratA(1,57,66)
> ratB(0,82,27)
> ratA(1,57,65)
> ratB(0,83,27)
> ratA(1,57,64)
> ratB(0,84,27)
> ratA(1,57,63)
> ratB(0,85,27)
> ratA(1,57,62)
> ratB(0,86,27)
> ratA(1,57,61)
> ratB(0,87,27)
> ratA(1,58,61)
> ratB(0,87,26)
> ratA(1,59,61)
> ratB(0,87,25)
> ratA(1,59,62)
> ratB(0,86,25)
> ratA(1,59,63)
> ratB(0,85,25)
> ratA(1,59,64)
> ratB(0,84,25)
> ratA(1,59,65)
> ratB(0,83,25)
> ratA(1,59,64)
> ratB(0,83,24)
> ratA(1,59,63)
> ratB(0,83,23)
> ratA(1,60,63)
> ratB(0,84,23)
> ratA(1,61,63)
> ratB(0,85,23)
> ratA(1,61,64)
> ratB(0,85,22)
> ratA(1,61,65)
> ratB(0,85,21)
> ratA(1,61,64)
> ratB(0,85,20)
> ratA(1,61,63)
> ratB(0,85,19)
> ratA(1,60,63)
> ratB(0,85,18)
> ratA(1,59,63)
> ratB(0,85,17)
> ratA(1,59,62)
> ratB(0,84,17)
> ratA(1,59,61)
> ratB(0,83,17)
> ratA(1,60,61)
> ratB(0,83,16)
> ratA(1,61,61)
> ratB(0,83,15)
> ratA(1,60,61)
> ratB(0,84,15)
> ratA(1,59,61)
> ratB(0,85,15)
> ratA(1,58,61)
> ratB(0,86,15)
> ratA(1,57,61)
> ratB(0,87,15)
> ratA(1,57,62)
> ratB(0,87,14)
> ratA(1,57,63)
> ratB(0,87,13)
> ratA(1,57,64)
> ratB(0,87,12)
> ratA(1,57,65)
> ratB(0,87,11)
> ratA(1,57,66)
> ratB(0,86,11)
> ratA(1,57,67)
> ratB(0,85,11)
> ratA(1,56,67)
> ratB(0,85,10)
> ratA(1,55,67)
> ratB(0,85,9)
> ratA(1,55,66)
> ratB(0,85,10)
> ratA(1,55,65)
> ratB(0,85,11)
> ratA(1,55,64)
> ratB(0,86,11)
> ratA(1,55,63)
> ratB(0,87,11)
> ratA(1,55,62)
> ratB(0,88,11)
> ratA(1,55,61)
> ratB(0,89,11)
> ratA(1,55,60)
> ratB(0,90,11)
> ratA(1,55,59)
> ratB(0,91,11)
> ratA(1,54,59)
> ratB(0,92,11)
> ratA(1,53,59)
> ratB(0,93,11)
> ratA(1,52,59)
> ratB(0,93,10)
> ratA(1,51,59)
> ratB(0,93,9)
> ratA(1,51,58)
> ratB(0,92,9)
> ratA(1,51,57)
> ratB(0,91,9)
> ratA(1,50,57)
> ratB(0,91,8)
> ratA(1,49,57)
> ratB(0,91,7)
> ratA(1,49,56)
> ratB(0,91,8)
> ratA(1,49,55)
> ratB(0,91,9)
> ratA(1,50,55)
> ratB(0,92,9)
> ratA(1,51,55)
> ratB(0,93,9)
> ratA(1,51,54)
> ratB(0,94,9)
> ratA(1,51,53)
> ratB(0,95,9)
> ratA(1,51,52)
> ratB(0,94,9)
> ratA(1,51,51)
> ratB(0,93,9)
> ratA(1,51,50)
> ratB(0,93,10)
> ratA(1,51,49)
> ratB(0,93,11)
> ratA(1,50,49)
> ratB(0,93,12)
> ratA(1,49,49)
> ratB(0,93,13)
> ratA(1,49,48)
> ratB(0,93,14)
> ratA(1,49,47)
> ratB(0,93,15)
> ratA(1,50,47)
> ratB(0,94,15)
> ratA(1,51,47)
> ratB(0,95,15)
> ratA(1,52,47)
> ratB(0,95,14)
> ratA(1,53,47)
> ratB(0,95,13)
> ratA(1,53,46)
> ratB(0,95,12)
> ratA(1,53,45)
> ratB(0,95,11)
> ratA(1,54,45)
> ratB(0,95,12)
> ratA(1,55,45)
> ratB(0,95,13)
> ratA(1,54,45)
> ratB(0,95,14)
> ratA(1,53,45)
> ratB(0,95,15)
> ratA(1,53,44)
> ratB(0,94,15)
> ratA(1,53,43)
> ratB(0,93,15)
> ratA(1,54,43)
> ratB(0,93,14)
> ratA(1,55,43)
> ratB(0,93,13)
> ratA(1,56,43)
> ratB(0,93,12)
> ratA(1,57,43)
> ratB(0,93,11)
> ratA(1,57,44)
> ratB(0,92,11)
> ratA(1,57,45)
> ratB(0,91,11)
> ratA(1,57,46)
> ratB(0,90,11)
> ratA(1,57,47)
> ratB(0,89,11)
> ratA(1,56,47)
> ratB(0,88,11)
> ratA(1,55,47)
> ratB(0,87,11)
> ratA(1,55,48)
> ratB(0,87,12)
> ratA(1,55,49)
> ratB(0,87,13)
> ratA(1,56,49)
> ratB(0,88,13)
> ratA(1,57,49)
> ratB(0,89,13)
> ratA(1,58,49)
> ratB(0,90,13)
> ratA(1,59,49)
> ratB(0,91,13)
> ratA(1,60,49)
> ratB(0,91,14)
> ratA(1,61,49)
> ratB(0,91,15)
> ratA(1,62,49)
> ratB(0,91,16)
> ratA(1,63,49)
> ratB(0,91,17)
> ratA(1,63,48)
> ratB(0,92,17)
> ratA(1,63,47)
> ratB(0,93,17)
> ratA(1,64,47)
> ratB(0,93,18)
> ratA(1,65,47)
> ratB(0,93,19)
> ratA(1,65,46)
> ratB(0,94,19)
> ratA(1,65,45)
> ratB(0,95,19)
> ratA(1,65,44)
> ratB(0,95,18)
> ratA(1,65,43)
> ratB(0,95,17)
> ratA(1,66,43)
> ratB(0,96,17)
> ratA(1,67,43)
> ratB(0,97,17)
> ratA(1,67,42)
> ratB(0,97,16)
> ratA(1,67,41)
> ratB(0,97,15)
> ratA(1,68,41)
> ratB(0,97,14)
> ratA(1,69,41)
> ratB(0,97,13)
> ratA(1,69,40)
> ratB(0,98,13)
> ratA(1,69,39)
> ratB(0,99,13)
> ratA(1,70,39)
> ratB(0,99,12)
> ratA(1,71,39)
> ratB(0,99,11)
> ratA(1,72,39)
> ratB(0,98,11)
> ratA(1,73,39)
> ratB(0,97,11)
> ratA(1,74,39)
> ratB(0,97,10)
> ratA(1,75,39)
> ratB(0,97,9)
> ratA(1,75,40)
> ratB(0,98,9)
> ratA(1,75,41)
> ratB(0,99,9)
> ratA(1,76,41)
> ratB(0,99,8)
> ratA(1,77,41)
> ratB(0,99,7)
> ratA(1,77,40)
> ratB(0,99,6)
> ratA(1,77,39)
> ratB(0,99,5)
> ratA(1,78,39)
> ratB(0,98,5)
> ratA(1,79,39)
> ratB(0,97,5)
> ratA(1,79,40)
> ratB(0,97,4)
> ratA(1,79,41)
> ratB(0,97,3)
> ratA(1,80,41)
> ratB(0,97,2)
> ratA(1,81,41)
> ratB(0,97,1)
> ratA(1,81,42)
> ratB(0,96,1)
> ratA(1,81,43)
> ratB(0,95,1)
> ratA(1,80,43)
> ratB(0,95,2)
> ratA(1,79,43)
> ratB(0,95,3)
> ratA(1,78,43)
> ratB(0,94,3)
> ratA(1,77,43)
> ratB(0,93,3)
> ratA(1,76,43)
> ratB(0,92,3)
> ratA(1,75,43)
> ratB(0,91,3)
> ratA(1,75,44)
> ratB(0,90,3)
> ratA(1,75,45)
> ratB(0,89,3)
> ratA(1,74,45)
> ratB(0,89,2)
> ratA(1,73,45)
> ratB(0,89,1)
> ratA(1,73,46)
> ratB(0,88,1)
> ratA(1,73,47)
> ratB(0,87,1)
> ratA(1,74,47)
> ratB(0,86,1)
> ratA(1,75,47)
> ratB(0,85,1)
> ratA(1,76,47)
> ratB(0,84,1)
> ratA(1,77,47)
> ratB(0,83,1)
> ratA(1,77,46)
> ratB(0,84,1)
> ratA(1,77,45)
> ratB(0,85,1)
> ratA(1,78,45)
> ratB(0,86,1)
> ratA(1,79,45)
> ratB(0,87,1)
> ratA(1,79,46)
> ratB(0,88,1)
> ratA(1,79,47)
> ratB(0,89,1)
> ratA(1,79,48)
> ratB(0,90,1)
> ratA(1,79,49)
> ratB(0,91,1)
> ratA(1,78,49)
> ratB(0,92,1)
> ratA(1,77,49)
> ratB(0,93,1)
> ratA(1,77,50)
> ratB(0,92,1)
> ratA(1,77,51)
> ratB(0,91,1)
> ratA(1,77,52)
> ratB(0,90,1)
> ratA(1,77,53)
> ratB(0,89,1)
> ratA(1,77,54)
> ratB(0,89,2)
> ratA(1,77,55)
> ratB(0,89,3)
> ratA(1,76,55)
> ratB(0,90,3)
> ratA(1,75,55)
> ratB(0,91,3)
> ratA(1,75,56)
> ratB(0,92,3)
> ratA(1,75,57)
> ratB(0,93,3)
> ratA(1,75,58)
> ratB(0,94,3)
> ratA(1,75,59)
> ratB(0,95,3)
> ratA(1,75,60)
> ratB(0,95,4)
> ratA(1,75,61)
> ratB(0,95,5)
> ratA(1,76,61)
> ratB(0,95,4)
> ratA(1,77,61)
> ratB(0,95,3)
> ratA(1,78,61)
> ratB(0,95,2)
> ratA(1,79,61)
> ratB(0,95,1)
> ratA(1,79,62)
> ratB(0,96,1)
> ratA(1,79,63)
> ratB(0,97,1)
> ratA(1,80,63)
> ratB(0,98,1)
> ratA(1,81,63)
> ratB(0,99,1)
> ratA(1,81,62)
> ratB(0,99,2)
> ratA(1,81,61)
> ratB(0,99,3)
> ratA(1,82,61)
> ratB(0,99,2)
> ratA(1,83,61)
> ratB(0,99,1)
> ratA(1,84,61)
> ratB(0,98,1)
> ratA(1,85,61)
> ratB(0,97,1)
> ratA(1,85,62)
> ratB(0,97,2)
> ratA(1,85,63)
> ratB(0,97,3)
> ratA(1,85,64)
> ratB(0,97,4)
> ratA(1,85,65)
> ratB(0,97,5)
> ratA(1,84,65)
> ratB(0,97,6)
> ratA(1,83,65)
> ratB(0,97,7)
> ratA(1,82,65)
> ratB(0,96,7)
> ratA(1,81,65)
> ratB(0,95,7)
> ratA(1,80,65)
> ratB(0,94,7)
> ratA(1,79,65)
> ratB(0,93,7)
> ratA(1,78,65)
> ratB(0,93,6)
> ratA(1,77,65)
> ratB(0,93,5)
> ratA(1,77,66)
> ratB(0,92,5)
> ratA(1,77,67)
> ratB(0,91,5)
> ratA(1,77,68)
> ratB(0,90,5)
> ratA(1,77,69)
> ratB(0,89,5)
> ratA(1,77,70)
> ratB(0,89,6)
> ratA(1,77,71)
> ratB(0,89,7)
> ratA(1,78,71)
> ratB(0,89,8)
> ratA(1,79,71)
> ratB(0,89,9)
> ratA(1,79,70)
> ratB(0,88,9)
> ratA(1,79,69)
> ratB(0,87,9)
> ratA(1,80,69)
> ratB(0,87,8)
> ratA(1,81,69)
> ratB(0,87,7)
> ratA(1,81,68)
> ratB(0,87,6)
> ratA(1,81,67)
> ratB(0,87,5)
> ratA(1,80,67)
> ratB(0,87,4)
> ratA(1,79,67)
> ratB(0,87,3)
> ratA(1,80,67)
> ratB(0,86,3)
> ratA(1,81,67)
> ratB(0,85,3)
> ratA(1,81,68)
> ratB(0,85,4)
> ratA(1,81,69)
> ratB(0,85,5)
> ratA(1,80,69)
> ratB(0,85,6)
> ratA(1,79,69)
> ratB(0,85,7)
> ratA(1,79,70)
> ratB(0,84,7)
> ratA(1,79,71)
> ratB(0,83,7)
> ratA(1,78,71)
> ratB(0,83,8)
> ratA(1,77,71)
> ratB(0,83,9)
> ratA(1,77,70)
> ratB(0,83,10)
> ratA(1,77,69)
> ratB(0,83,11)
> ratA(1,77,68)
> ratB(0,82,11)
> ratA(1,77,67)
> ratB(0,81,11)
> ratA(1,76,67)
> ratB(0,80,11)
> ratA(1,75,67)
> ratB(0,79,11)
> ratA(1,75,66)
> ratB(0,79,10)
> ratA(1,75,65)
> ratB(0,79,9)
> ratA(1,75,64)
> ratB(0,80,9)
> ratA(1,75,63)
> ratB(0,81,9)
> ratA(1,76,63)
> ratB(0,81,8)
> ratA(1,77,63)
> ratB(0,81,7)
> ratA(1,76,63)
> ratB(0,81,6)
> ratA(1,75,63)
> ratB(0,81,5)
> ratA(1,74,63)
> ratB(0,82,5)
> ratA(1,73,63)
> ratB(0,83,5)
> ratA(1,73,62)
> ratB(0,83,4)
> ratA(1,73,61)
> ratB(0,83,3)
> ratA(1,73,60)
> ratB(0,82,3)
> ratA(1,73,59)
> ratB(0,81,3)
> ratA(1,72,59)
> ratB(0,81,2)
> ratA(1,71,59)
> ratB(0,81,1)
> ratA(1,71,60)
> ratB(0,80,1)
> ratA(1,71,61)
> ratB(0,79,1)
> ratA(1,71,62)
> ratB(0,78,1)
> ratA(1,71,63)
> ratB(0,77,1)
> ratA(1,71,64)
> ratB(0,77,2)
> ratA(1,71,65)
> ratB(0,77,3)
> ratA(1,71,66)
> ratB(0,78,3)
> ratA(1,71,67)
> ratB(0,79,3)
> ratA(1,72,67)
> ratB(0,79,4)
> ratA(1,73,67)
> ratB(0,79,5)
> ratA(1,73,66)
> ratB(0,78,5)
> ratA(1,73,65)
> ratB(0,77,5)
> ratA(1,73,66)
> ratB(0,76,5)
> ratA(1,73,67)
> ratB(0,75,5)
> ratA(1,72,67)
> ratB(0,75,6)
> ratA(1,71,67)
> ratB(0,75,7)
> ratA(1,71,66)
> ratB(0,75,6)
> ratA(1,71,65)
> ratB(0,75,5)
> ratA(1,71,64)
> ratB(0,76,5)
> ratA(1,71,63)
> ratB(0,77,5)
> ratA(1,71,62)
> ratB(0,77,6)
> ratA(1,71,61)
> ratB(0,77,7)
> ratA(1,71,60)
> ratB(0,77,8)
> ratA(1,71,59)
> ratB(0,77,9)
> ratA(1,70,59)
> ratB(0,76,9)
> ratA(1,69,59)
> ratB(0,75,9)
> ratA(1,69,58)
> ratB(0,74,9)
> ratA(1,69,57)
> ratB(0,73,9)
> ratA(1,70,57)
> ratB(0,73,8)
> ratA(1,71,57)
> ratB(0,73,7)
> ratA(1,71,56)
> ratB(0,73,6)
> ratA(1,71,55)
> ratB(0,73,5)
> ratA(1,70,55)
> ratB(0,73,4)
> ratA(1,69,55)
> ratB(0,73,3)
> ratA(1,68,55)
> ratB(0,74,3)
> ratA(1,67,55)
> ratB(0,75,3)
> ratA(1,67,54)
> ratB(0,75,2)
> ratA(1,67,53)
> ratB(0,75,1)
> ratA(1,68,53)
> ratB(0,74,1)
> ratA(1,69,53)
> ratB(0,73,1)
> ratA(1,69,52)
> ratB(0,72,1)
> ratA(1,69,51)
> ratB(0,71,1)
> ratA(1,70,51)
> ratB(0,70,1)
> ratA(1,71,51)
> ratB(0,69,1)
> ratA(1,71,52)
> ratB(0,69,2)
> ratA(1,71,53)
> ratB(0,69,3)
> ratA(1,72,53)
> ratB(0,68,3)
> ratA(1,73,53)
> ratB(0,67,3)
> ratA(1,73,54)
> ratB(0,67,2)
> ratA(1,73,55)
> ratB(0,67,1)
> ratA(1,73,56)
> ratB(0,66,1)
> ratA(1,73,57)
> ratB(0,65,1)
> ratA(1,73,56)
> ratB(0,64,1)
> ratA(1,73,55)
> ratB(0,63,1)
> ratA(1,73,54)
> ratB(0,64,1)
> ratA(1,73,53)
> ratB(0,65,1)
> ratA(1,73,52)
> ratB(0,65,2)
> ratA(1,73,51)
> ratB(0,65,3)
> ratA(1,74,51)
> ratB(0,64,3)
> ratA(1,75,51)
> ratB(0,63,3)
> ratA(1,75,52)
> ratB(0,62,3)
> ratA(1,75,53)
> ratB(0,61,3)
> ratA(1,75,52)
> ratB(0,61,2)
> ratA(1,75,51)
> ratB(0,61,1)
> ratA(1,75,50)
> ratB(0,61,2)
> ratA(1,75,49)
> ratB(0,61,3)
> ratA(1,74,49)
> ratB(0,60,3)
> ratA(1,73,49)
> ratB(0,59,3)
> ratA(1,74,49)
> ratB(0,59,2)
> ratA(1,75,49)
> ratB(0,59,1)
> ratA(1,75,50)
> ratB(0,58,1)
> ratA(1,75,51)
> ratB(0,57,1)
> ratA(1,74,51)
> ratB(0,56,1)
> ratA(1,73,51)
> ratB(0,55,1)
> ratA(1,73,52)
> ratB(0,54,1)
> ratA(1,73,53)
